image_path,true_index,true_class,pred_index,pred_class,correct,confidence_before,confidence_after,entropy_before,entropy_after
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_775.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.9455977,0.99939144,0.279066,0.0053076413
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_786.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.3284673,0.54343444,1.8632388,1.1238443
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_793.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.49955454,0.9061067,1.7743927,0.43077183
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_801.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.8351204,0.995214,0.7353469,0.034534212
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_813.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.638256,0.94691414,1.2424477,0.25548393
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_820.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.98506737,0.9999827,0.10367757,0.00021657247
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_11_marsilea_minuta/image_828.jpg,1,Class_11_marsilea_minuta,1,Class_11_marsilea_minuta,True,0.9565301,0.99988174,0.2609043,0.0013558195
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_833.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.49169984,0.91187304,1.8326658,0.42131117
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_835.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.84030867,0.9974196,0.770045,0.021450475
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_838.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.9975809,1.0,0.021604976,2.8176696e-06
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_842.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.85346824,0.996382,0.6846578,0.026657876
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_843.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.9812361,0.99997854,0.12951346,0.0002712982
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_844.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.9531806,0.999466,0.24022141,0.004655136
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_863.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.99767214,0.9999999,0.021078523,3.2982175e-06
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_888.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.9917338,0.9999962,0.06350507,5.3526768e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_896.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.91241026,0.9992243,0.45773005,0.0071987393
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_12_duck_weeds/image_902.jpg,2,Class_12_duck_weeds,2,Class_12_duck_weeds,True,0.9798892,0.9999498,0.12796357,0.0005635412
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_915.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.9895002,0.99998367,0.07068904,0.000199988
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_925.png,3,Class_13_topapana,3,Class_13_topapana,True,0.72265166,0.9841861,1.1303896,0.09874794
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_927.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.9835971,0.9999795,0.11277691,0.00025582395
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_932.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.9922867,0.9999974,0.059293553,3.891358e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_938.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.9783211,0.9999572,0.13761476,0.0005108781
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_939.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.57428175,0.7321076,0.9357633,0.5905752
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_940.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.91792184,0.9989316,0.41875812,0.008921963
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_941.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.947007,0.99982846,0.31690338,0.0018757329
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_949.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.972057,0.99996793,0.18631443,0.00041601702
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_964.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.8983013,0.99939084,0.55133045,0.006196155
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_970.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.94409424,0.9998227,0.33476648,0.0019540428
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_978.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.8974172,0.9973705,0.46704853,0.01921068
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_13_topapana/image_979.jpg,3,Class_13_topapana,3,Class_13_topapana,True,0.9903696,0.9999964,0.072741345,5.3298645e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1009.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.99919087,1.0,0.0076157087,5.6043007e-07
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1014.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9824289,0.9999796,0.11967605,0.00026110405
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1016.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.45142934,0.55787027,1.3042753,0.7175248
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1029.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9695367,0.9999435,0.19473565,0.00067696697
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1036.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9883031,0.99999046,0.08320258,0.00012853951
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1043.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9986981,0.9999999,0.011983796,1.5911015e-06
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1050.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9959442,0.99999917,0.03204641,1.5105982e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_1054.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.9842167,0.99998486,0.10962524,0.0001990206
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_991.jpg,4,Class_14_kachuripana,5,Class_1_water_iris,False,0.25305572,0.39433345,1.9719863,1.4588108
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_992.jpg,4,Class_14_kachuripana,12,Class_8_water_plantain,False,0.38751337,0.6974826,1.7457364,0.9680704
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_14_kachuripana/image_998.jpg,4,Class_14_kachuripana,4,Class_14_kachuripana,True,0.99606943,0.99999905,0.031395577,1.5796651e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_11.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.92158127,0.9988703,0.3775084,0.009490533
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_19.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.8950518,0.99917126,0.5502334,0.00799395
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_20.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.68258744,0.9773325,1.2187558,0.13975768
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_21.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.7234642,0.98840094,1.1810304,0.07915315
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_24.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.94039667,0.9994135,0.32247362,0.0051198215
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_33.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.6879016,0.9682818,1.1493955,0.16546278
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_34.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.9928208,0.99999774,0.05544054,3.384874e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_37.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.9545053,0.99991834,0.2877879,0.0009956572
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_40.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.9682404,0.9998623,0.18135655,0.0014590966
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_1_water_iris/image_42.jpg,5,Class_1_water_iris,5,Class_1_water_iris,True,0.9221027,0.9992242,0.3926838,0.007060477
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_113.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.8889816,0.99340457,0.42023656,0.039879095
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_117.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.95298374,0.99970156,0.2687292,0.0028361988
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_120.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.9682094,0.9999243,0.19574971,0.0008803846
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_122.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.94730043,0.99873406,0.22720662,0.009724274
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_75.jpg,6,Class_2_pistia_stratiotes,0,Class_10_lippia_alba,False,0.51442707,0.7552753,1.2176131,0.6744877
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_76.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.9503226,0.99941933,0.23703788,0.0052139135
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_77.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.58096576,0.8823095,1.1836786,0.46048814
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_78.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.8861401,0.99320436,0.42632857,0.041012876
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_80.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.787644,0.99086624,0.9077496,0.058801614
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_2_pistia_stratiotes/image_81.jpg,6,Class_2_pistia_stratiotes,6,Class_2_pistia_stratiotes,True,0.63529474,0.9141215,1.0540675,0.35652885
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_138.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.70153755,0.9511026,0.9802361,0.21899042
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_151.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.73289424,0.9694408,0.9243762,0.15636519
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_169.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.6714388,0.9363915,1.1023796,0.25387335
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_171.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.6319513,0.9204968,1.1583792,0.33362657
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_174.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.88659984,0.9979226,0.5412578,0.016642552
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_180.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.7616621,0.97206,0.8286395,0.13681869
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_192.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.99117786,0.9999944,0.06494061,7.69163e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_196.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.97828317,0.99996495,0.14350899,0.0004215929
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_204.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.88342816,0.9963217,0.48846838,0.026331197
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_205.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.81555915,0.9909883,0.7487118,0.058217164
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_207.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.5877051,0.90667665,1.3414396,0.38302475
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_213.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.99990666,1.0,0.0011100064,4.47152e-09
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_219.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.5056301,0.65196943,1.0760226,0.71031505
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_3_lily_leaf/image_223.jpg,7,Class_3_lily_leaf,7,Class_3_lily_leaf,True,0.7860559,0.9809013,0.8010861,0.1005516
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_242.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.94776183,0.99982136,0.30983114,0.0019468185
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_246.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9805674,0.9999485,0.11751527,0.00059389876
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_254.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9809294,0.99996865,0.1254499,0.000379472
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_257.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9915422,0.9999956,0.06258957,6.303395e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_261.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.99783653,0.99999964,0.018354902,5.1183633e-06
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_282.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.98165923,0.9999323,0.107964195,0.0007312424
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_285.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.92273146,0.99934524,0.4017177,0.006211363
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_290.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9598186,0.9998553,0.24028681,0.0015452988
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_299.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.99200624,0.9999964,0.060499042,5.135589e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_301.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.98573315,0.99998784,0.09860058,0.0001648996
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_303.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.99912447,1.0,0.008263267,7.0288064e-07
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_306.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9927027,0.99999774,0.057066053,3.4884833e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_4_lotus-leaf/image_308.jpg,8,Class_4_lotus-leaf,8,Class_4_lotus-leaf,True,0.9938471,0.99999523,0.044419914,6.361256e-05
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_330.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.85243624,0.9932247,0.59938586,0.04401004
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_332.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.9579094,0.9998423,0.25010124,0.0016663404
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_335.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.8308885,0.99610424,0.769758,0.03022764
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_336.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.9828587,0.9999876,0.1209004,0.00017106433
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_342.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.98654777,0.99997854,0.087472156,0.00026205435
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_344.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.78549165,0.99136317,0.8950713,0.05945714
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_345.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.98354024,0.9999894,0.11768039,0.00014775158
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_358.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.87609893,0.99459344,0.5125939,0.034811873
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_378.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.9616614,0.9999269,0.24330544,0.0008742735
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_382.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.90291166,0.999073,0.5011247,0.00853403
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_5_water_popy/image_387.jpg,9,Class_5_water_popy,9,Class_5_water_popy,True,0.51101774,0.8998726,1.6755127,0.4429476
/kaggle/input/datasets/srabondcosta/aqua-plant-final-dataset/AquPlantDS_FINAL/Test/Class_6_salvania/image_392.jpg,10,Class_6_salvania,10,Class_6_salvania,True,0.7769579,0.98754716,0.9215747,0.07483734
